,MarketCap,Volume,CurrentPrice,52WeekLow,52WeekHigh,ROE(%),ROA(%),OperatingProfitMargin(%),NetProfitMargin(%),EPS,PER,PBR,PSR,PCR,DividendYield,DividendPayoutRatio
TECH,10.69B,623.98K,67.79,65.77,90.6325,3.8384635568691023,2.860659751119115,31.370303995752025,125.22521329023368,0.478832044629958,141.5736512954465,5.434253011104656,35.46576893132047,128.14679282896026,0.004720460181122431,-0.1668830480631657
ESS,14.09B,463.79K,219.46,195.03,248.8,1.7195548006683512,0.8135384160075483,32.405544619186,135.33527404135717,1.5521170427748625,141.39398039307548,2.431346977705197,33.85628006421975,66.62788696150656,0.04160211300778702,-1.488446095161614
AAPL,2.8T,51.33M,178.85,124.17,198.23,32.984371370740284,5.933953760468961,28.115945572576013,115.67828580051305,1.2705245212958085,140.76863776002247,46.431650252297956,34.21422897303088,106.08875236190322,0.005255800771155369,-0.19360193149237967
NSC,49.7B,707.8K,200.94,186.82,261.71,2.8164556962025316,0.9067522477776929,33.288590604026844,278.65168539325845,1.439337267020521,139.6059193668758,3.931938868244287,16.677754125707313,73.84800489540532,0.026326266227365825,-0.8651685393258427
MCK,128.55B,839.66K,462.56,331.75,463.45,-77.25806451612904,1.4946330504243635,1.5466616543372314,120.25052192066805,3.447253672314717,134.18217558906827,-103.6665517857479,1.7258505191027134,-122.19251351171805,0.0048426150376660124,-0.07724425887265135
FLT,32.04B,325.59K,249.42,161.69,278.35,7.345080461207145,1.5792046896387975,43.52049307405603,172.1512544743056,1.866040782452008,133.6626726031161,9.817630849298755,33.79043292508773,64.20490355663082,0.0,
ABBV,269.57B,4.22M,147.96,130.96,168.11,15.692355403938596,1.495194545199347,34.56905878110349,236.80830039525694,1.1109118659942758,133.18788937540216,20.90031695579268,19.442646094180596,42.660593146987495,0.04954041408078021,-1.2969367588932805
SYK,97.94B,1.67M,257.88,205.43,306.93,4.250907205806117,1.9727872971744769,19.375500400320256,131.16531165311653,1.9432390971469962,132.70626618279962,5.641220231720876,19.603127390493622,142.35061692282866,0.011633317601972589,-0.3861788617886179
PFE,307B,28.38M,32.11,31.77,54.93,2.3435690330637606,1.0569201700519604,17.025286634207635,93.16716802750322,0.24338458320259387,131.93111982620167,3.091896869221106,24.108977213410654,-254.14214887050602,0.05076300121509569,-0.9948431456811345
ABT,180.58B,5.6M,90.87,89.67,115.83,3.6760774248743453,1.874471739782425,15.45399879735418,112.14545454545456,0.6919347861417858,131.32740912372873,4.827697239469762,18.0973328868638,150.10406279727928,0.027621876572402882,-0.6472727272727272
BX,78.7B,3.22M,103.8,71.72,116.78,3.149601432211313,1.445968600851737,,,0.793082064785068,130.88179352522425,4.122254843374317,31.944500289661363,45.605536655635966,0.03294797590993022,-1.7508506936937236
AKAM,16.84B,1.35M,106.61,70.65,109.24,3.003287118454469,1.543452434799331,17.16986152923788,124.72208421314122,0.8153828543296655,130.7483963444347,3.9267497449982014,17.999473586148756,45.978650445945384,0.0,
ZTS,87.52B,1.29M,174.38,124.15,194.99,14.520666522397748,4.880354934904356,38.25688073394495,124.29210134128168,1.336943031699798,130.43188883007576,18.93957961587986,40.14669605733066,478.2502590436111,0.008315173525625455,-0.2578241430700447
IEX,18.07B,546.19K,200.64,196.85,246.23,4.227027356735491,2.4231192853021906,24.07232332781848,146.96969696969697,1.53874812581644,130.39171000334537,5.511693252756616,21.35699717142953,127.99072950753306,0.015550239281753952,-0.3492063492063492
MDLZ,122.85B,7.32M,61.53,56.38,78.59,3.291607099271244,1.310656022214509,17.02127659574468,153.38983050847457,0.47281850130861885,130.1344989863984,4.283516407237355,14.44069202341132,144.52584358018834,0.02567853130742505,-0.5572033898305084
MSI,48.15B,459.9K,288.15,217.31,299.43,105.69800569800569,3.028077048645119,22.51352476071577,145.822102425876,2.220227408737283,129.78399994636803,137.1790996584118,20.037396579318575,517.7404729043284,0.012215860053998587,-0.39892183288409705
FI,88.18B,2.02M,112.48,92.84,130.74,2.2120024613790203,0.8801659815203804,23.78048780487805,165.59297218155197,0.8711734693877551,129.11321029551382,2.855987389702236,18.541699460015966,100.43772509320722,0.0,
MNST,53.36B,5.93M,47.72,42.805,60.47,5.2779812545208395,4.467838699181656,28.238059991557773,126.56238296474022,0.37009968084602185,128.93823931871154,6.8053361011508136,28.768150944992623,157.5608099663538,0.0,
FTV,26.88B,1.55M,74.12,59.3,79.9,2.0959104675184017,1.3286122041612896,19.084119496855344,139.377990430622,0.5762338020402537,128.62834926404452,2.695935036421238,17.612241218674857,83.74867600057726,0.0037776577121472373,-0.11770334928229666
CPRT,43.92B,2.73M,45.75,26.8775,47.385,5.808575952326871,5.161639144900049,39.15602686872676,112.31565478672168,0.36227604166666666,126.28491740586857,7.3353553438531325,44.0260587755904,122.48415263667218,0.0,
ETSY,7.79B,2.99M,63.17,61.22,149.91,-13.338719233047879,2.4103144250593287,10.450231842207366,106.14390696923202,0.5019379148805877,125.85221457911506,-16.787073551281107,12.390582349566383,57.181204112877346,0.0,
PM,194.61B,3.08M,92.26,84.44,105.62,-19.698492462311556,2.534428137324627,28.54912456785993,163.26530612244898,0.7433688238011371,124.1106691352333,-24.44793080452837,21.702412089221124,56.53850354562633,0.05538694864167259,-1.2608418367346939
AMP,109.29B,440.25K,324.91,257.1,358.02,21.813725490196077,0.5242047107744683,,,2.6457874203748046,122.80276229300475,26.787857460974077,28.197744695762186,194.8207815343569,0.016004431816164538,-0.15842696629213482
ABNB,79.81B,4.93M,124.08,81.91,154.95,12.84838900968571,3.0677742118180102,21.054750402576488,80.46153846153847,1.0105721393034826,122.78193411959134,15.775500529301121,32.128928010360056,87.797862681776,0.0,
TER,14.74B,1.46M,95.6,71.11,119.2,4.930421708147784,3.5361907993646935,21.370264903855286,121.83756768013328,0.77879700028544,122.75342411319299,6.052261469971583,21.53090578795246,103.22097238709799,0.004602510533712068,-0.1417659308621408
CPT,11.16B,421.75K,96.47,91.82,127.6,1.8250672838173054,0.983747683551137,20.890326563752435,88.40053129013491,0.7875903447798872,122.48753664909921,2.2354799581364415,28.945579887875944,49.17129921075696,0.04084171193266709,-1.2120001317248268
PRU,62.55B,1.01M,93.87,75.37,110.96,1.7348497708368698,0.07328224131799042,,,0.7669158344195336,122.39935405380011,2.1234449133081603,5.258181582302805,51.09973032801623,0.052732500854009386,-0.9001956947162426
HLT,50.1B,1.36M,149.98,123.74,157.14,-28.88264230498946,2.6868013335948224,25.338345864661655,163.99026763990267,1.2302939905131582,121.90581835239405,-35.209621463692166,18.83582381309547,107.98123134231456,0.00400053351841661,-0.09732360097323602
WAB,23.27B,418.47K,102.57,83.76,119.7,1.8676053583651118,1.0060574137476956,12.962193601994185,163.35078534031413,0.8417805200528867,121.8488635118095,2.2756559040535462,9.668937652993609,202.3750689630923,0.006434630027919404,-0.16230366492146597
ORCL,293.82B,5.87M,108.25,65.78,127.54,85.18127419922563,1.7707921733912866,27.664016702802535,142.35537190082647,0.8915877224686369,121.41261849173554,103.42081546990497,23.594197121175622,42.13056162173788,0.016997690531177827,-0.4508264462809917
MSFT,2.44T,21.05M,327.73,213.43,366.78,9.737517153760734,4.874313066780589,43.16503230169606,120.78083760768885,2.7019644779332617,121.29323448286394,11.810949514120106,43.348154294441805,84.66073832639522,0.008299514566316205,-0.2516806931925701
MDT,95.74B,7.95M,71.96,70.95,92.02,1.5399291360043608,0.8713756940160395,17.696702155284342,172.3135271807838,0.594514098681632,121.04002116021798,1.8639305520720404,12.430882464000574,109.42017912883705,0.0380767097673745,-1.1605562579013906
ATO,16.5B,738K,111.98,98.99,125.28,1.2997740790488477,0.6329688649795795,25.538640749743863,122.81886986872945,0.935524471079092,119.69756732046669,1.5557979532834703,24.889605104516527,50.16899030308387,0.02643329086680834,-0.7862372738685263
LVS,37.31B,3.44M,44.79,33.38,65.58,7.501803318105314,1.4009878760664571,21.28245476003147,173.3974358974359,0.3745498199279712,119.58356013664833,8.970923482239547,14.677447192224342,39.64938444488234,0.004465282337841303,
APD,71.21B,569.42K,285.46,235.7,328.56,3.874904851438126,1.9256696681161998,23.178087610006923,118.06581598388179,2.387599389236362,119.55941718781317,4.632813656961721,23.471303891710843,84.23182975758401,0.024066419833411606,-0.6526192075218268
ANET,58.73B,1.27M,189.85,102.72,198.7,8.39740698465681,6.00882648889738,36.33239291422994,107.76136698618579,1.5900341032147534,119.39995860445649,10.026500463527967,40.256414068281195,135.29693989300162,0.0,
FRT,7.2B,504.15K,88.36,85.27,115.08,1.9153860278986128,0.7307634514637011,36.26954635010101,168.2688970065621,0.7421777678606468,119.05503564873997,2.280363518325678,25.66173672313611,48.25322472658837,0.049004073903240006,-1.4812145655300089
V,494.6B,4.96M,237.67,182.85,250.06,10.661604371360406,4.65741757626017,67.47507078665518,131.8816169393648,1.9970903796321768,119.00813332880772,12.688176345258583,60.88856359898127,85.3196139579998,0.0075735263763518365,-0.22545717035611165
DLTR,23.74B,2.68M,107.94,102.77,170.36,2.2190233639685526,0.855386716749189,3.9288493304028504,143.6127744510978,0.9112480503315947,118.45293101272247,2.6284982144778635,3.2405454213410487,138.172103463036,0.0,
AON,66.26B,657.98K,326.1,270.37,347.37,345.679012345679,1.5534411495464506,26.502990242367012,150.35714285714286,2.7559055118110236,118.32771650041853,409.03408172984183,20.857261957895616,96.31325761661974,0.007206378276650591,-0.225
LIN,185.46B,1.21M,377.89,276.64,393.67,3.8183669511249034,2.0008130287863004,25.109702584105314,130.79365079365078,3.209262419558258,117.74980205590433,4.496119526717642,22.60555073598846,86.2585759246741,0.013218131748326293,-0.39555555555555555
COP,262.53B,5.57M,124.86,91.53,138.49,4.695882687088426,2.4909324256458905,24.605295117804225,136.15591397849462,1.0615306157823627,117.62260904583333,5.523419734284992,21.25606537043964,68.119788113726,0.03636072383315053,-0.6048387096774194
CHD,25.76B,1.26M,87.7,70.3,100.52,5.655842495525441,2.598989542944425,20.189795076330626,132.73056057866185,0.7531238757830164,116.44830255455817,6.586132581198739,17.7130824680706,109.09938384188169,0.012337514682452758,-0.3015370705244123
COST,250.99B,1.24M,566.84,447.9,576.19,8.620001596296593,3.1307070180015653,3.52297343518413,128.75,4.878125896299173,116.20036852380258,10.016473621654304,3.1795791181977675,67.38061637890297,0.006774398098352911,-0.20925925925925926
EXC,39.84B,6.17M,39.95,35.19,44.37,1.3676781370868056,0.34971451876019577,14.61187214611872,205.2478134110787,0.34395647588793155,116.14841866200545,1.5885365286122999,8.268764549827287,31.197265153537877,0.03549436728210129,-1.0466472303206997
REG,10.08B,1.24M,58.93,53.57,68.56,1.4125166469014383,0.801463250875397,35.46127727551894,128.4091170980157,0.5075029998595773,116.11754082533763,1.6401795941304678,32.066853232980584,58.39048098775307,0.044120142313517755,-1.28125648175889
COR,55.68B,1.02M,188.98,141.45,194.79,52.01281066847135,0.7839211852730223,1.025038551740067,143.0901140787479,1.6275711153053913,116.1116672263378,60.39294163844058,0.8317760872586158,74.75142056699485,0.01026563680738455,-0.206292576227999
REGN,112.01B,526.44K,839.63,668.0,853.97,4.031992805365998,3.158770284595939,32.18707450682372,104.96695580338704,7.259370314842578,115.661547554076,4.663465275955316,35.466464852717515,109.55266300016352,0.0,
RMD,26.49B,1.56M,140.25,136.02,243.52,5.561002280198832,3.4015689067121975,25.509933987310806,124.63250661836423,1.2157929655516204,115.35681154099032,6.414994920159142,23.61137336672736,111.58036348905183,0.012834224598930482,-0.28173766894245506
FAST,34.35B,6.55M,60.12,44.67,60.93,8.814481779460483,6.511099458136689,20.970739737666612,132.51677852348993,0.5216275627163934,115.25464378992515,10.159099576845035,18.2390121870308,113.69044637337868,0.022621424220929602,-0.6708053691275168
EPAM,13.83B,331K,238.59,197.99,385.96,3.6782253764547983,2.932141777957675,12.335093137447595,120.25526313597095,2.0706412047818663,115.22517555764816,4.238241647426006,11.819135688683174,155.31176725633543,0.0,
WYNN,12B,1.5M,90.28,53.81,117.86,-6.978935271808509,0.7631050213999361,15.68696258103974,237.99817462731974,0.7911641502390514,114.11032559048415,-7.96368576140983,7.52125267536698,33.22532024235286,0.005538325285341725,-0.2712770003042288
XEL,32.45B,3.73M,58.86,53.73,72.99,1.7027314650585312,0.46709267248370046,13.831899404367967,145.13888888888889,0.5223302957257304,112.68731890914148,1.9187624361968043,10.739228274597203,35.35288436365223,0.034794427094175455,-0.9618055555555556
HD,524.29B,2.08M,291.92,267.87,347.25,348.9887640449438,6.099205362168955,15.353248205797371,141.42519854045932,2.594097995545657,112.53237692985854,392.7253513979108,12.216617208412035,79.5460998507375,0.027987118471486733,-0.45009658725048296
BF-B,25.91B,1.52M,53.48,52.59,74.76,6.920311563810665,2.856789512738066,31.502890173410403,141.55844155844156,0.4767486977124318,112.17649843376127,7.762963192989471,24.964134044507563,681.9150299526013,0.015407629152076531,-0.42857142857142855
XOM,881.07B,30.12M,109.87,98.02,120.7,3.8068184563061296,2.1693168303748402,12.112135651958662,124.18781725888326,0.9826425438697961,111.81075298642904,4.256432380822238,10.904990822861079,93.90053645242043,0.033130061973291776,-0.4696700507614213
ETN,83.15B,2.61M,208.6,134.81,240.44,4.136090727151434,2.0232785815294245,16.126832594613024,127.15053763440861,1.8665328650275965,111.75801402266308,4.6224128548399674,14.1745588872931,97.8211322739545,0.01625119799046289,-0.48118279569892475
DPZ,12.16B,889.84K,346.81,285.84,409.95,-2.625183424431534,6.852653539409963,19.07064717209287,178.64600475406837,3.120009550001804,111.15671026019558,-2.918067532894041,11.866094655186904,95.27792685672792,0.013638591832119443,-0.39167123788626806
BRO,21.14B,1.41M,69.71,52.82,74.57,3.7535731887629376,1.3530895782254913,28.998376778382507,159.50630252100842,0.6277612924497198,111.04539244916259,4.16817007832835,20.188143533200186,64.32322093799986,0.0065987664042655445,-0.17121848739495799
APTV,26.86B,1.06M,94.96,83.45,124.88,2.541482881747532,1.095121730473346,8.692307692307692,186.77685950413223,0.8556549519783989,110.97931340771336,2.8205202525379787,5.164806508589737,50.19998849470399,0.0,-0.06611570247933884
RSG,47.26B,974.11K,147.35,120.58,156.65,4.188266191068822,1.433107670847961,19.68115086287877,171.57229761347682,1.3327096975366386,110.56421843097206,4.630723779963885,12.682881171635701,43.81562073008573,0.01370885589635415,-0.3664014974262986
AVGO,364.75B,2.83M,883.18,428.14,925.91,14.959916662892342,4.613450659962288,45.831455610635416,123.16076294277929,7.9975786924939465,110.43092248716248,16.520373974142746,41.09433719863651,77.29462533907558,0.02083380528611534,-0.5755373902512867
CBRE,22.21B,1.18M,71.45,66.43,89.58,2.2645740994376093,0.926754919354887,3.8493947366682546,147.54894415674048,0.6478554755938818,110.2869384298169,2.4975294427443364,2.877268710672769,-2043.8093725230415,0.0,
AMGN,151.97B,3.35M,284.1,211.71,296.67,20.33623359386521,1.527656227497812,38.419696535929,194.63379260333576,2.5780519723312767,110.19948750164649,22.41042519757713,21.752804647118595,36.983473658985275,0.029320661108908436,-0.8259608411892676
RL,14.55B,592.87K,109.57,88.5,135.76,5.411716509627202,1.9233009143323043,13.157367190110259,149.0537471612415,0.9947289156626506,110.1506128650466,5.9610389018732715,9.723284971248017,53.752848021694334,0.027379757309077657,-0.372445117335352
HRL,17.5B,7.34M,32.02,30.7,49.73,2.1078244068338603,1.211603069899902,6.984614107452539,127.22908304083502,0.29769242866385587,107.56068134309041,2.2671902935064545,5.904859442200266,55.19813527469189,0.04247345348398488,-0.9217170009650908
NOW,112.13B,762.14K,549.66,347.29,614.36,15.073635576090094,6.99591235006366,5.441860465116279,11.206896551724139,5.117647058823529,107.40482233858657,16.189811510465546,52.153783498364824,193.32868020945583,0.0,
SBAC,21.85B,680.9K,201.57,185.23,312.34,-4.028838577205591,1.9203977190750694,41.12704495210022,137.0241789754871,1.8790009318976573,107.27509704885956,-4.3219404936391905,32.198023528085706,44.86522573702368,0.01617304103559612,-0.45243262884978
GPN,29.39B,1.73M,113.04,92.27,129.7,1.1963452270364736,0.5693520035355533,20.265414160178988,181.29003312079607,1.0545675465442639,107.19085874200346,1.2823727223793668,11.982275634229326,52.01486049806049,0.008846425972229788,-0.23667872827815634
ENPH,16.84B,2.8M,123.81,111.44,339.92,16.16215310301289,4.53538233557865,23.97590835838778,108.46486121978994,1.1557651868299927,107.12383360341306,17.31351799680039,23.67947728499926,62.54165392583689,0.0,
NFLX,159.27B,6.15M,355.68,234.4,485.0,6.515399403868613,2.9273592569233027,22.317281360487417,122.82674894629642,3.3221701113452577,107.06254669534503,6.975552529155065,19.452969310577714,110.58448575608806,0.0,
APH,48.87B,4.15M,81.9,68.28,90.28,6.0653556893168075,3.0220699702714944,20.429614591178495,135.48317046688382,0.7717445952740071,106.12319415959162,6.436749194643513,16.002400507708813,91.10688089204315,0.010256410065323079,-0.2714440825190011
J,17.43B,549.73K,138.43,109.0,141.16,2.275798720284981,1.0995669123412073,6.442803906272765,164.23687431121718,1.304719074653026,106.09946260852745,2.4146102122741095,4.162147112300311,54.27526121005646,0.005634617071943712,-0.20022041049933328
AME,34.29B,885.12K,148.64,114.25,164.75,4.012215254070132,2.5252785254283716,25.441236951821594,129.1600101159011,1.4053964924607754,105.76374723220465,4.243469199726692,20.83276822162327,102.29188905512801,0.006525834257151864,-0.17758032580603378
CDW,27.77B,861.79K,207.26,157.28,215.81,16.278204810314904,2.0221933019659786,7.326567249071293,156.96877380045697,1.9597014925373135,105.76100252824072,17.21599260098935,4.936428300939553,121.70394068324283,0.011386664395198377,-0.30236100533130233
NKE,152.86B,8.75M,99.91,86.24,131.31,10.378641471619785,3.941716957538194,12.396630342375763,110.62068965517243,0.9477300051962795,105.4203234194506,10.941197405926804,11.813854931463279,,0.01361225052697878,
MAA,15.33B,526.69K,131.42,125.59,176.36,2.28671416371177,1.2789555418802458,32.116095420688936,117.96990829718301,1.2486440554170735,105.25016925263643,2.4067705276306475,28.65327715815515,45.666824485822545,0.052122965267387,-1.1273749382241502
NTAP,15.67B,1.54M,74.96,58.08,80.53,17.06758304696449,1.6073354908306365,14.455307262569834,138.9261744966443,0.7129186602870813,105.14523361513278,17.94575006718761,10.940390927831555,34.58419383809003,0.0333511210049875,-0.7114093959731543
CTRA,21.96B,6.07M,29.09,22.25,31.76,1.6509992890433682,1.0513607324312089,23.544303797468356,133.49282296650716,0.2768211920529801,105.08588571867874,1.7349672261003126,18.53413511831549,33.99837479133724,0.056720522218808356,-0.7272727272727273
HUM,100.53B,1.52M,505.97,423.29,571.3,5.677579776212184,1.6986980781153131,,,4.826612331862644,104.82921901155538,5.951762538161246,3.758598012191334,31.65340712597028,0.00680475125342099,-0.11574556830031282
VRTX,95.64B,1.31M,371.0,282.21,372.78,5.919121924732712,4.499931201226584,45.575966629231516,124.09085945178553,3.5520795767612428,104.44585825925522,6.1822776956988275,38.36077025830258,84.30983110719323,0.0,
CBOE,17.5B,918.94K,162.08,114.17,164.4,4.5791944110904925,2.3318834336219236,27.043401630315046,146.3051251489869,1.5542092246448456,104.2845450026793,4.775392056393839,19.27621353982109,-34.78224339385726,0.0,-0.3170441001191895
META,809.7B,20.62M,314.69,88.09,330.54,5.810509352174464,3.767998142127264,29.350917216163,120.59578839239857,3.0268169452001557,103.9673056345324,6.041030017098314,25.303833753609123,46.778980662183734,0.0,
HSY,42.29B,1.76M,190.86,186.63,276.88,11.015065829270174,3.531098739891699,22.499277189713606,137.6703695240342,1.8369619918403344,103.89980928192269,11.444632388889946,16.98020145565348,143.6272968095103,0.02252960277820927,-0.5066304980797723
ZBRA,14.93B,448.24K,206.92,205.185,351.74,4.81283422459893,1.9313304721030045,17.298187808896213,145.83333333333331,1.9957906280915265,103.6782091550417,4.989860333665108,12.297909487912689,-439.10770936252953,0.0,
MMC,107.05B,1.17M,190.94,150.78,199.2,8.526237746107586,2.2226517201391576,24.79577944179714,140.77294685990339,1.8460990517935842,103.42890445444831,8.818594291980723,18.21799116922294,72.13538821452426,0.016706818682370738,-0.28502415458937197
TDY,19.09B,171.56K,404.58,336.0,448.71,2.158943946684687,1.3089578491554998,17.97571418544255,138.2083108472747,3.926282842466048,103.04402479525751,2.22466273573748,13.402160310634672,100.23127451213237,0.0,
TJX,101.44B,2.85M,88.6,65.02,93.78,14.966707021791766,3.419542216997441,10.10346449286722,130.3336703741153,0.8637946642313584,102.57067118255605,15.351451846178563,7.9512771437175065,75.64682609958832,0.014176072478904853,-0.3862487360970677
INTC,150.64B,24.59M,35.97,24.73,40.07,1.4176182864144116,0.7978279255935226,-6.301644914665225,-55.0979068197164,0.353629417382999,101.7166543634738,1.441953892585547,11.633513407390893,53.64756592318543,0.027244925402892254,-0.3538149898717083
PAYX,42.61B,861.4K,117.98,104.09,129.7,11.68404035899437,3.4360655737704917,41.70295489891135,127.9341603053435,1.1605758582502768,101.65643419018228,11.877578798295449,33.13715179823049,64.98075207765235,0.028479402478356817,-0.7678912213740458
CME,78.75B,1.61M,219.38,166.55,221.76,2.7953324849556758,0.5139570129421197,61.652698132627556,107.84465020576133,2.1661305224343015,101.27737115133435,2.831039255702377,57.89831187125245,121.08438469753627,0.06518369806600521,-0.5141460905349794
CRL,9.81B,326.67K,191.02,181.22,262.0,2.939998218182898,1.2482661362071674,15.56177395448975,170.01133786848072,1.8886509635974305,101.14097731886537,2.973542931027411,9.257812133623336,66.24740159784717,0.0,
DTE,20.17B,1.18M,97.87,90.14,122.41,1.9170243204577968,0.4683022296777801,14.865871833084949,198.50746268656715,0.975211321743495,100.35773843520276,1.9238822532642588,7.515613049730161,24.15797056943204,0.038949625963233446,-0.9353233830845771
PH,71.14B,787.46K,392.93,258.89,428.16,6.85758238871286,2.3659886281326767,19.587012649081828,140.79054271351112,3.915886011105413,100.34255122887535,6.881073121456536,13.959821322377145,60.03062670587101,0.01430280229241049,-0.26915915797313233
FFIV,8.92B,832.14K,150.51,127.05,167.89,3.3481053455066654,1.7380990147594644,22.802081287483528,180.0676586944794,1.5005396654074474,100.3039093045017,3.3582805491761794,12.701547351677446,54.071035141695106,0.0,
KIM,10.59B,3.69M,17.09,16.36,23.27,1.0826798137879263,0.5947550045131232,32.52235570409177,135.07212124622512,0.17200824489692015,99.35570334334533,1.0757041439454156,23.922638480461426,41.53721769675877,0.05383265019226387,-1.3961510325811717
NDSN,12.69B,169.55K,222.6,202.57,253.4,4.957388268730285,3.047177148041759,26.36073114970933,133.7044827235693,2.243131251337708,99.2362823043754,4.919527817281173,19.565095386746982,66.73832673486395,0.011814914321147736,-0.2899656738941755
KLAC,66.57B,1.16M,486.81,261.9,520.19,23.44903832618718,4.865240414239064,34.99673267415017,120.38504120329392,5.006610603290676,97.23344516520417,22.800307822660923,28.266409625485778,69.40905643863113,0.010681785555100713,-0.26219082923637343
ADI,85.25B,2.61M,171.07,137.75,200.1,2.4426949767302832,1.7772582702982664,30.9778497933525,108.6672010526568,1.7599727831022256,97.20037091862368,2.3743085777924238,27.708990946736602,74.61707176190939,0.0195241705559169,-0.49082973116888
PEP,298.7B,6.74M,160.0,155.83,196.88,16.29942013705851,3.0934539233439717,17.144928154180704,130.04527813712807,1.656253516374994,96.60356848641656,15.745821494992093,12.736035209141688,53.23440273747995,0.030187499999999996,-0.5633893919793014
MKC,16.37B,3.9M,60.99,59.13,94.39,3.3549634129504344,1.3094587416571082,15.064996735323795,149.20634920634922,0.633916661134337,96.2113877387773,3.2278568577278595,9.714226304010221,61.547788846807144,0.031644531019604946,-0.6149323927101705
WMB,44.2B,5.06M,35.19,27.8,35.46,3.2373847561404747,0.9382967873533911,35.03826016915022,189.1304347826087,0.3662420382165605,96.08399625031845,3.110608647698394,17.800498701226935,32.097776525160846,0.05026996501947403,-1.184782608695652
LHX,33.51B,1.53M,177.24,160.25,255.1,1.8833306351519075,0.9869351281036141,10.888557425953547,146.41833810888252,1.8457248796764547,96.02731557924996,1.8085118524180148,7.141174757544904,80.95056313323245,0.025614984536745017,-0.6189111747851003
GOOG,1.75T,18.73M,138.58,83.45,142.38,6.875769724602364,4.795271561491631,29.271888906761028,118.89155052264809,1.4544302795154012,95.28129590180693,6.551322496825233,23.458887500997125,61.05235621029755,0.0,
WY,21.88B,3.48M,29.94,27.65,36.0,2.26802090523617,1.316542644533486,15.373059589384075,133.47826086956522,0.31470205924608335,95.13760604485222,2.1577407938384785,10.95726058603706,44.116228609508084,0.05511021945784794,-0.6043478260869565
JNJ,489.35B,5.35M,156.85,150.11,181.04,6.732191234016935,2.6835553978903,27.687160184023423,115.82426127527216,1.6488009172256424,95.12974214463657,6.404316161604137,22.74024785501234,117.01276747776434,0.029582402419147877,-0.6010886469673405
NDAQ,25.38B,1.49M,49.37,46.88,69.22,4.274051544741476,1.0406516740070937,30.77459874389393,165.1685393258427,0.5193937108265166,95.05313195518247,4.06261985465563,17.71052772647154,61.30238220298,0.017014381571264333,-0.4044943820224719
XRAY,8.15B,1.45M,30.83,26.48,43.24,2.323068611561318,1.1241830065359477,8.268482490272373,98.83720930232558,0.32514177693761814,94.82017418395641,2.20273770389526,7.932427023171451,78.40899019057935,0.017677586809883,-0.3488372093023256
WRB,33.77B,715.78K,63.84,55.5,76.99,5.173492508187307,1.0091225690760468,,,0.6735314699086166,94.78399006545243,4.903642624997183,11.315184009933777,47.650771831151395,0.022243107716258946,-0.07950705569338887
HWM,18.29B,3.45M,44.37,32.65,51.34,5.112582781456954,1.886054920355712,17.475728155339805,149.22279792746113,0.46825388932590295,94.75628487733374,4.844493504986865,11.0970649158528,79.8601003551328,0.003606040204004203,-0.09326424870466321
LH,17.88B,723.27K,201.56,177.50859,222.42268,2.148593007120271,1.0668880642956786,9.391172495632397,150.82053996823717,2.1296505073280723,94.64463622788388,2.033528035606732,5.893256348171298,50.87755203029956,0.014288549488411163,-0.3419798835362626
ON,54.49B,4.83M,89.14,58.43,111.35,8.232908789765265,4.517852805440855,32.338617265087855,117.4644467568505,0.9432566861697501,94.50237745105859,7.7802945397053485,26.017031530882534,139.43211575813814,0.0,
GOOGL,1.73T,23.42M,137.36,83.34,141.22,6.875769724602364,4.795271561491631,29.271888906761028,118.89155052264809,1.4544302795154012,94.44247864264645,6.493647353675137,23.25236512396292,60.5148764288052,0.0,
OTIS,34.94B,1.68M,80.0,64.3,91.33,-8.12972972972973,3.7099161322150964,15.591397849462366,154.25531914893617,0.8610029768719945,92.91489361702128,-7.55372972972973,9.391397849462365,78.33183856502242,0.01575,-0.375
HII,12.05B,257.97K,224.83,188.51,260.02,3.5655512890839276,1.1971636430610553,5.45389307499103,116.92307692307693,2.425373134328358,92.69913921649639,3.305235353303492,4.323964154339624,146.96204997737235,0.022061112661143512,-0.38461538461538464
GILD,96.83B,5.22M,77.65,65.7,89.74,4.954015359817958,1.6763719781189341,28.807395059857555,181.91387559808612,0.8380112269446672,92.65985828016363,4.590383611584858,14.673367465187301,41.43326996267479,0.03837733343774419,-0.9033492822966507
FSLR,15.8B,1.72M,147.92,115.66,232.0,2.824324901591784,1.8959192261207582,25.1605764593122,119.57509423786045,1.5967249367662142,92.63962424769417,2.616443976368687,19.492908317592203,-176.2123872582732,0.0,
CE,20.36B,712.71K,119.45,90.07,131.05,3.613666228646518,0.8577332449608172,11.806797853309481,150.0,1.2906341798555987,92.55139745454962,3.344498593955472,7.28490427191446,26.72087590551301,0.023440770795609505,-0.34545454545454546
SBUX,104.78B,4.27M,91.48,82.43,115.48,-13.686822671909466,3.973479970765322,16.593043421354015,133.24866427257598,0.9967696874454339,91.7764700403186,-12.561282708956524,11.42863953459548,61.531032852799186,0.02317446351338943,-0.5320136638346326
UNH,502.2B,5.23M,539.4,445.68,558.1,5.939927948261643,1.953855598863523,8.672486356737673,147.18670076726343,5.879496970689612,91.74254653128867,5.449441161858958,5.405624142517186,45.5219996113374,0.013088616389421026,-0.31914504932407745
